gender,age_category,married,state,number_of_referals_group,tenure,value_deal,phone_service,multiple_lines,internet_service,contract,paperless_billing,payment_method,internet_type_fill,online_security_fill,online_backup_fill,device_protection_plan_fill,premium_support_fill,streaming_tv_fill,streaming_movies_fill,streaming_music_fill,unlimited_data_fill,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,churn_status
0,2,1,10,1,2,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,-4,3956,0,0,1462,5418,0
1,0,0,21,3,0,5,1,0,1,2,1,0,1,0,0,0,0,0,1,1,0,5525,5525,0,60,3919,15444,0
0,3,1,0,1,0,5,1,0,1,2,0,0,2,1,0,1,1,1,1,1,1,1051,158275,0,0,33585,19186,1
1,2,0,0,1,2,4,1,0,1,2,1,2,1,0,1,1,0,0,0,0,1,553,32425,0,0,1116,33541,1
0,4,1,17,3,0,5,1,0,1,2,0,2,1,0,0,0,0,0,1,1,1,-5,1891,0,0,10059,28969,0
0,2,1,19,1,2,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,893,638865,0,0,14129,780155,0
1,3,1,15,2,1,5,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,616,1611,449,0,16125,172735,0
1,1,1,17,2,1,5,1,0,1,2,1,1,1,1,0,1,1,1,0,1,1,695,65325,0,0,30987,96312,0
1,5,0,6,1,2,5,1,1,1,0,0,0,2,0,0,0,0,0,1,1,1,868,197585,0,0,97957,295542,0
1,1,0,21,1,0,5,1,1,1,0,0,1,2,0,1,1,0,1,0,0,1,9575,651125,0,0,292905,94403,0
0,0,1,9,1,0,5,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,454,15931,4413,0,0,154897,0
1,5,1,13,1,2,4,1,1,1,2,1,2,2,0,0,0,0,0,0,0,1,7485,1564,0,0,9082,24722,1
0,0,0,17,2,0,5,1,1,1,2,1,0,2,0,0,1,0,1,1,1,1,995,3762,0,0,134273,510473,1
0,3,1,21,0,2,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,8005,40422,0,0,2459,65012,0
1,3,1,17,3,2,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,246,59265,0,0,113592,172857,0
0,5,1,5,1,2,5,1,1,1,2,0,0,2,1,1,0,0,0,0,0,1,8385,55888,0,0,30083,85971,0
0,5,0,19,1,2,3,1,0,1,0,1,0,2,0,0,0,0,0,1,1,1,8145,16716,0,0,4636,21352,0
1,2,0,19,2,0,5,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,1965,1965,0,0,1691,3656,0
1,2,0,17,1,2,5,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,202,106815,0,0,108332,215147,0
0,0,1,2,0,2,4,1,0,1,2,1,0,2,0,0,0,0,1,0,1,0,81,34085,0,50,8648,47733,1
0,6,0,17,3,1,1,1,1,1,1,1,0,2,1,1,1,0,0,0,0,1,8975,54969,0,0,150863,700553,0
0,3,1,6,0,0,5,1,1,1,0,1,0,2,0,1,0,1,1,1,1,0,10665,51681,0,130,110348,640158,0
1,1,0,1,1,1,5,1,0,0,1,1,2,2,0,0,0,0,0,0,0,1,201,93685,0,0,68586,162271,0
1,2,1,18,3,2,5,1,1,0,1,0,1,2,0,0,0,0,0,0,0,1,2525,2747,0,0,47508,74978,0
0,1,1,17,1,0,5,1,1,0,1,0,0,2,0,0,0,0,0,0,0,1,2455,171915,0,0,18886,190801,0
1,4,0,5,1,1,5,1,0,1,2,1,1,0,0,0,0,0,0,1,1,1,557,557,0,0,4822,10392,1
1,4,0,6,3,1,5,1,1,0,0,1,2,2,0,0,0,0,0,0,0,1,2445,143165,0,0,184408,327573,0
1,4,1,17,3,0,4,1,1,1,2,1,0,2,0,0,0,0,0,0,0,1,744,744,0,0,1108,8548,1
0,3,0,16,3,2,5,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,6875,3808,0,0,240016,620816,0
0,0,1,18,0,2,5,1,1,1,2,0,0,2,1,1,0,0,1,1,1,1,10435,32056,0,0,141701,462261,0
1,3,0,0,3,1,3,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,5155,7655,0,20,4725,83275,1
0,4,1,9,1,2,5,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,195,8355,0,0,79816,163366,0
0,1,0,2,1,1,5,0,0,1,2,0,0,1,0,1,0,0,0,0,0,1,2915,35715,0,0,0,35715,0
0,2,1,12,3,0,5,1,1,1,2,1,2,2,0,0,0,0,0,0,0,1,7575,7773,0,0,3985,11758,0
0,0,0,8,3,2,5,1,0,1,2,0,0,2,1,0,0,0,1,0,1,0,862,12702,0,100,30045,167065,1
0,0,0,5,3,2,4,1,0,0,2,1,1,2,0,0,0,0,0,0,0,1,2045,2045,0,0,4217,6262,0
0,0,1,17,3,0,5,1,1,1,2,0,0,2,0,1,1,0,0,0,1,1,8405,33355,0,0,16688,50043,1
0,3,0,5,3,0,5,1,1,1,2,1,0,2,0,1,1,1,1,1,1,1,1075,32425,0,0,7368,39793,0
1,3,0,2,0,2,5,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,4065,9474,0,0,0,9474,0
1,2,0,16,0,1,5,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,1955,1955,0,0,3063,5018,0
0,3,1,17,1,1,5,1,1,0,1,0,0,2,0,0,0,0,0,0,0,1,2475,18369,0,0,228123,411813,0
1,0,0,21,2,1,5,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,202,14095,0,0,4216,18311,0
1,6,0,12,0,1,5,1,1,1,2,1,0,2,0,1,1,0,1,1,1,0,10445,218485,0,60,103983,328468,0
0,0,1,18,1,2,1,1,1,0,1,0,1,2,0,0,0,0,0,0,0,1,2455,116045,0,0,73696,189741,0
1,2,0,17,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,8125,46204,0,0,14504,60708,0
0,1,0,8,1,2,3,1,0,0,1,1,1,2,0,0,0,0,0,0,0,1,2085,43525,131,0,46809,90203,0
0,2,1,15,1,0,3,1,1,1,2,1,1,2,1,1,0,1,0,0,0,1,888,167235,0,0,64695,23193,0
0,0,1,2,0,2,5,1,0,1,2,0,0,0,0,1,0,0,0,1,1,1,833,18459,0,0,8822,193412,1
0,3,1,5,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,2585,2585,0,0,0,2585,0
1,3,1,0,2,1,5,1,0,1,2,1,0,2,0,0,1,1,0,1,1,1,904,35665,0,0,12768,48433,0
1,1,1,12,3,0,3,1,0,1,2,0,0,1,1,0,0,1,1,0,0,1,6225,61295,0,0,765,68945,0
0,0,1,11,1,0,5,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,843,49164,0,0,181366,673006,0
1,3,1,12,0,2,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,5975,345015,0,0,280953,625968,0
0,1,0,7,0,0,5,1,0,1,2,1,0,2,0,0,0,0,1,1,1,1,9025,275535,0,0,9018,365715,1
0,4,0,12,1,0,5,1,0,0,1,1,2,2,0,0,0,0,0,0,0,1,1915,117705,0,0,18963,307335,0
1,4,0,12,1,0,3,0,0,1,2,0,1,1,0,1,1,0,0,0,0,0,347,38355,2253,150,0,51102,0
0,3,1,15,0,0,2,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,707,251195,0,60,105372,362567,0
0,4,0,9,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,652,478445,0,0,0,478445,0
0,3,1,9,3,0,5,1,1,0,1,0,0,2,0,0,0,0,0,0,0,1,2505,3691,0,0,61455,98365,0
1,5,0,9,3,1,5,1,1,1,0,0,0,2,0,1,0,0,1,1,0,1,10115,374185,0,0,10754,481725,0
1,5,0,0,3,2,1,1,1,1,2,0,1,2,0,1,0,0,0,1,0,1,9005,454725,0,0,112308,567033,1
1,0,0,11,0,2,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,11365,81242,0,0,17892,99134,0
0,1,1,5,1,1,1,1,1,1,2,1,1,2,1,1,0,0,0,1,1,1,944,49149,0,0,879,57939,0
1,4,0,20,0,2,5,1,1,1,1,1,0,2,0,1,1,1,1,1,1,0,11165,802285,0,110,121824,935109,0
0,3,1,9,0,2,1,1,0,1,1,0,1,2,1,1,1,1,0,1,1,1,995,542425,0,0,230921,773346,0
1,0,0,21,3,2,5,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,654,24984,0,0,95436,345276,1
1,0,1,9,3,2,5,1,0,1,2,1,0,2,0,0,1,0,1,1,1,1,949,3848,0,0,177079,561879,0
1,1,1,9,0,1,4,0,0,1,2,0,1,0,0,0,0,0,1,1,1,1,45,2987,0,0,0,2987,0
0,4,1,19,3,0,5,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,2515,9995,0,0,0,9995,0
0,3,0,15,3,2,3,1,0,1,2,0,0,2,1,0,0,0,0,0,0,1,75,157395,0,0,85404,242799,0
0,3,0,21,3,1,4,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,6995,22045,0,30,8853,33898,0
0,2,1,17,1,2,5,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,1985,118825,0,0,243021,361846,0
0,1,0,18,1,2,4,1,0,0,2,1,1,2,0,0,0,0,0,0,0,1,196,5975,0,0,3984,9959,1
0,0,0,21,0,2,5,1,1,1,0,1,1,2,1,1,1,1,0,1,1,1,1049,75375,0,0,296496,1050246,0
0,4,1,19,0,0,5,1,1,1,2,1,0,2,0,0,1,0,1,1,1,1,1005,9186,0,0,43839,135699,1
0,4,0,2,2,1,5,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,6445,18676,0,0,35616,222376,0
0,0,1,1,1,2,4,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,206,1166,0,0,7302,18962,0
1,3,1,2,3,2,5,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,5435,246015,0,0,20792,453935,1
0,3,1,1,2,1,5,1,1,1,2,0,0,2,0,0,1,1,1,0,0,1,9335,53865,3607,0,122602,657645,0
0,4,0,7,3,0,0,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,11685,84777,0,0,229176,1076946,0
1,4,1,1,1,2,5,1,1,1,1,1,0,2,0,0,0,0,0,0,0,1,74,40524,0,0,23595,64119,0
1,4,1,19,3,2,4,1,0,1,2,1,2,2,1,0,0,1,1,0,0,1,883,27375,0,0,7731,35106,1
0,0,1,19,0,2,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,701,404895,0,0,275326,680221,0
0,3,0,5,3,0,5,1,1,1,0,1,0,2,1,0,1,1,1,1,1,1,1094,72816,3834,0,2211,746436,0
0,4,1,17,2,0,2,1,0,1,2,1,1,2,0,0,0,0,0,0,0,1,70,24161,11,0,15844,256354,1
1,2,1,4,1,1,1,1,1,1,2,0,0,2,0,0,0,0,0,0,0,1,7435,44533,0,0,23064,67597,0
1,4,0,17,0,2,2,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,744,17129,0,0,78864,250154,0
0,4,0,9,0,0,4,1,1,1,1,1,0,2,0,0,0,0,0,0,0,1,7405,67845,0,0,35793,103638,0
0,0,0,16,1,2,5,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,202,127775,0,0,231936,359711,0
0,5,0,0,0,1,5,1,1,1,0,1,0,2,0,0,1,0,1,1,0,1,9885,45649,0,0,1932,47581,0
1,4,0,6,3,0,5,1,0,1,2,1,1,1,0,0,0,1,0,0,0,1,495,3127,0,0,16056,47326,0
1,4,0,19,1,1,4,1,0,1,2,0,2,1,0,0,0,0,0,0,0,0,4495,431,0,10,2592,46692,1
0,1,1,13,2,0,5,1,1,1,2,1,1,1,0,1,0,1,0,0,0,1,585,22485,0,0,1408,36565,0
0,5,1,11,1,2,5,1,0,1,0,0,1,2,0,1,0,0,1,1,0,1,9525,44242,0,0,28198,470618,1
0,4,1,17,1,2,5,1,1,1,0,1,0,2,1,1,1,1,0,0,0,1,92,65852,0,0,25986,91838,0
0,0,1,11,1,0,5,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,2005,833,0,0,1032,1865,0
0,0,0,5,3,2,5,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,608,360345,0,0,0,360345,0
0,1,0,9,1,2,3,1,0,1,2,1,2,2,1,0,1,0,1,0,0,1,879,15005,0,0,43488,193538,0
0,3,1,5,0,2,4,1,0,1,2,0,1,1,0,0,0,0,0,0,0,1,444,444,0,0,2653,7093,1
1,1,0,0,3,1,5,1,1,1,2,1,0,1,1,1,1,0,0,0,0,1,6615,25224,0,0,76532,328772,0
0,3,0,2,1,1,3,1,0,1,2,0,0,1,0,0,0,0,0,0,0,1,438,54095,0,0,7872,61967,0
1,4,1,17,0,0,5,1,0,1,2,0,2,1,0,0,0,0,1,0,0,1,5485,3704,0,0,3927,40967,0
1,1,1,15,1,2,2,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,291,688,0,0,0,688,0
0,3,0,11,1,0,0,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1149,84967,0,0,348264,1197934,0
1,3,0,2,1,0,5,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,2525,1863,0,0,0,1863,0
0,4,1,6,0,0,5,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,7465,486935,4704,0,17728,659511,0
0,0,1,19,3,2,5,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,1945,7545,0,0,11628,19173,0
0,3,0,12,3,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,7355,33491,0,0,199305,534215,0
0,1,1,5,1,2,5,1,0,1,2,0,1,1,0,0,0,1,1,1,1,1,705,8293,0,0,52371,135301,0
0,5,0,16,1,2,5,1,1,1,2,0,0,1,0,1,0,0,0,0,0,1,549,37255,0,0,324481,697031,0
1,3,0,12,3,0,2,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,196,68695,0,0,72975,14167,0
1,3,1,19,2,1,3,0,0,1,2,1,1,1,0,1,1,0,0,0,0,1,335,600,0,0,0,600,1
0,2,1,19,2,2,1,1,0,1,0,1,1,2,0,0,1,1,1,0,0,1,9005,5817,0,0,254142,835842,0
1,3,1,18,1,0,2,1,1,0,1,0,1,2,0,0,0,0,0,0,0,1,2475,6921,0,0,49375,118585,1
0,2,0,6,3,0,3,1,0,1,2,1,0,2,0,0,1,0,1,0,0,1,832,10606,0,0,4602,15208,1
0,1,1,7,1,2,5,1,1,1,2,1,0,0,0,0,1,1,0,0,0,1,8725,39417,0,0,2016,41433,1
1,3,1,12,0,1,0,1,0,1,1,1,2,2,0,1,0,1,1,0,0,1,9215,64809,0,0,140208,788298,0
0,1,1,2,0,2,5,1,0,1,2,0,0,1,0,1,0,0,0,0,0,1,4995,4995,0,0,4498,9493,0
0,3,1,18,3,2,5,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,8525,553835,0,0,28281,836645,0
0,1,0,21,1,0,5,1,1,1,2,1,0,2,0,1,0,1,0,1,1,1,9665,55808,0,0,283613,841693,0
0,0,0,18,2,2,3,1,0,1,2,0,0,2,0,0,1,0,0,0,0,1,729,81845,0,0,20163,102008,0
1,0,0,9,0,2,2,1,0,1,2,1,1,1,0,0,0,0,0,0,0,1,4455,14626,0,0,160017,306277,0
0,4,1,12,1,2,5,1,0,1,2,0,0,2,0,1,1,0,0,0,0,1,778,13586,2976,0,35874,168758,0
0,3,1,14,3,0,3,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,2025,208,0,0,31482,52282,0
0,0,1,7,1,2,5,1,0,1,2,0,0,0,0,1,1,1,1,1,1,1,819,207855,4486,0,29198,232567,0
0,1,0,10,1,2,3,1,0,1,2,1,1,1,1,0,0,1,0,0,0,1,5495,56885,0,0,2185,78735,0
0,0,1,18,2,2,5,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1945,60025,0,0,19338,79363,0
0,3,1,17,3,0,5,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,197,40695,0,0,3174,72435,0
0,3,1,12,0,0,5,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,871,47352,0,80,100116,581636,0
1,1,1,19,1,1,4,1,0,1,2,1,0,2,0,0,1,1,1,1,1,1,987,29365,0,0,9828,39193,1
0,1,1,19,1,0,2,1,1,1,0,1,2,0,1,0,1,1,1,1,1,1,848,19905,4823,0,8652,280747,0
0,2,0,9,2,0,3,1,1,1,2,1,0,0,0,0,0,0,1,1,1,1,9605,11481,0,0,53652,168462,1
0,3,0,19,3,0,3,1,0,1,2,0,0,1,0,0,0,0,0,1,1,1,5595,73435,0,0,24765,982,1
0,4,0,15,1,2,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,204,8549,3255,0,10564,187875,0
0,3,1,6,0,0,5,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,7985,332075,0,0,156661,488736,0
1,0,0,19,1,2,5,1,1,0,1,0,1,2,0,0,0,0,0,0,0,1,2465,15745,0,0,182196,339646,0
0,4,1,7,0,2,4,1,1,1,2,1,1,2,0,1,0,0,0,1,1,1,9085,9085,0,0,856,9941,1
0,1,0,5,1,0,5,0,0,1,2,0,1,1,1,0,0,0,0,0,0,1,299,299,0,0,0,299,0
0,2,1,15,1,2,5,1,1,1,2,1,0,0,0,1,0,0,0,1,1,0,9115,299545,0,0,119877,419422,1
0,1,1,9,3,2,4,1,1,1,2,0,2,0,0,1,0,1,0,0,0,1,601,601,0,0,2363,8373,1
0,5,0,15,0,2,5,1,1,1,2,1,1,2,0,0,0,0,1,0,0,0,8685,15635,0,40,838,20473,1
1,1,1,6,3,2,5,1,0,1,2,1,1,1,1,1,0,0,0,0,0,1,5385,10815,0,0,2094,12909,1
1,3,1,11,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,652,454315,0,0,20804,662355,0
0,2,0,17,3,1,4,0,0,1,2,1,0,1,1,1,0,0,0,0,0,1,3365,13785,0,0,0,13785,1
0,6,0,18,1,1,5,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4195,296575,0,0,0,296575,0
0,0,1,2,3,2,4,1,0,1,2,0,1,0,1,0,1,0,0,0,1,1,559,15755,0,0,9984,25739,0
0,4,0,12,3,0,1,1,0,1,1,1,0,2,0,0,1,1,0,1,1,1,897,43045,0,0,1490,57945,0
0,2,1,14,1,1,4,1,0,1,1,0,2,1,1,1,0,1,0,0,0,1,595,1305,0,0,851,2156,0
0,2,0,16,2,0,5,1,0,1,2,0,1,2,0,1,0,1,1,0,0,0,8965,262365,0,10,37468,300833,0
0,0,0,2,0,2,5,1,0,1,0,1,2,1,1,0,1,1,1,1,1,1,8115,254575,0,0,121954,376529,0
0,2,0,5,2,2,5,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,6125,19932,0,0,0,19932,0
0,1,1,9,3,0,5,1,1,1,2,1,1,1,0,0,0,0,0,0,0,1,498,498,0,0,397,5377,0
0,3,0,20,0,0,1,1,1,1,2,1,0,2,0,1,0,0,0,0,0,1,7785,336585,0,0,211259,547844,1
1,1,0,5,1,2,5,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1172,803595,0,0,222156,1025751,0
0,3,1,9,2,1,5,1,0,1,2,1,0,1,0,0,0,0,0,0,0,1,4505,5231,0,0,37464,89774,0
0,4,0,1,3,1,5,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,6495,49365,0,0,5474,54839,0
0,1,0,19,0,2,4,1,0,1,2,0,2,2,0,0,0,0,0,0,0,1,711,711,0,0,1019,8129,1
1,5,0,2,1,1,5,1,1,1,0,1,1,2,0,0,1,1,1,1,0,1,10375,41884,0,0,11416,5330,0
0,1,1,21,1,2,5,1,1,1,2,1,0,2,0,0,0,1,0,0,0,1,795,218055,0,0,66744,284799,1
0,2,1,21,3,1,5,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,4965,30555,0,0,0,30555,0
0,4,1,18,3,0,5,1,0,0,2,0,2,2,0,0,0,0,0,0,0,1,20,1092,0,0,28476,39396,0
0,2,0,21,2,0,4,1,0,1,2,0,0,1,0,0,1,1,1,1,1,1,764,1608,0,0,8328,24408,1
1,3,0,7,2,2,5,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,6035,140465,0,10,64675,20614,0
0,0,1,19,0,2,3,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,199,4003,0,0,108922,148952,0
0,3,1,18,3,1,5,1,0,1,2,1,0,1,0,0,0,0,0,0,0,1,45,86585,2255,0,56088,140418,0
0,0,1,17,3,0,3,0,0,1,2,0,0,1,1,1,1,0,0,0,0,1,407,4493,0,0,0,4493,0
1,6,0,19,1,0,5,1,1,1,2,1,0,2,0,1,0,0,1,1,0,1,1006,327025,0,0,14553,472555,0
0,1,1,15,1,2,3,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,188,25125,0,0,21762,46887,0
0,4,0,11,1,2,1,1,1,1,0,1,1,2,1,1,1,0,0,1,1,0,1007,601865,0,90,111386,722251,0
1,5,0,19,0,2,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,741,5031,0,0,92184,595284,0
0,3,1,9,3,1,2,1,1,1,2,1,1,2,0,0,1,0,0,1,1,1,9005,3097,0,0,6817,37787,0
0,1,1,6,3,1,3,1,1,1,2,1,1,2,0,0,0,0,0,0,1,1,7415,8118,0,0,2924,11042,1
1,2,1,19,0,0,3,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,1945,2321,0,0,6019,834,0
1,5,1,19,3,1,2,1,1,1,2,0,0,2,0,1,1,0,1,1,1,0,10575,271025,0,90,3276,283301,1
1,4,1,9,3,1,3,1,0,1,0,0,2,1,1,0,1,0,0,1,1,1,6485,13368,0,0,64848,198528,0
0,0,0,7,1,2,3,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,5975,137435,0,0,13266,150701,0
1,4,0,18,3,0,5,1,0,1,2,1,0,2,0,0,0,0,0,0,0,1,6975,6975,0,0,3384,10359,1
0,3,1,0,0,0,5,1,0,1,2,1,1,1,0,0,0,1,0,0,0,0,492,149855,0,100,372,163575,0
0,5,0,12,3,1,0,1,1,1,1,1,0,2,0,1,1,0,0,0,0,1,8465,56836,0,0,138108,706468,0
0,4,0,13,3,1,5,1,0,1,2,1,0,2,0,0,0,0,1,0,0,1,7885,2928,0,0,14772,44052,1
1,3,0,18,0,2,5,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,716,423025,4554,0,235306,653777,0
0,0,1,17,3,2,0,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,11015,78812,0,0,17064,95876,0
0,1,0,19,1,1,5,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,82,142545,0,0,225,165045,1
0,4,0,19,1,0,5,1,0,1,2,1,0,1,1,0,0,0,0,0,0,1,4945,3146,0,0,23496,54956,0
1,5,1,12,0,0,5,0,0,1,2,1,0,0,0,0,0,0,1,1,1,1,4485,257295,1207,0,0,256088,1
0,0,0,6,0,2,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,2065,102075,1932,0,98073,198216,0
0,0,0,2,1,1,5,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,6115,401745,0,0,141042,542787,0
0,3,0,4,2,1,5,1,0,1,2,1,0,0,0,0,1,0,0,0,0,1,496,9398,0,0,2636,12034,0
0,0,0,10,0,2,3,1,1,1,2,0,0,2,0,0,0,0,1,0,0,1,843,15379,0,0,4068,157858,0
1,3,1,15,3,2,5,1,1,1,2,1,0,2,0,1,0,0,0,1,1,1,9075,51225,0,0,1401,65235,0
0,4,0,0,1,2,5,1,1,1,2,0,0,2,0,0,0,0,0,0,0,1,736,520,0,0,26649,78649,1
1,1,1,6,0,0,5,0,0,1,2,0,2,0,1,0,1,0,0,0,0,1,344,59275,0,0,0,59275,0
0,5,0,16,3,0,5,1,0,1,1,1,0,2,0,0,0,0,1,1,0,1,9155,36736,0,0,17656,54392,0
0,5,1,11,0,0,2,1,1,1,2,1,0,2,0,0,0,1,1,1,0,1,9955,373425,0,0,180082,553507,1
0,1,1,19,0,0,5,1,0,1,2,1,0,2,1,0,0,0,0,0,0,1,735,79175,0,0,42768,121943,1
1,2,1,18,1,1,5,1,1,1,2,1,0,2,0,0,0,0,0,1,1,1,8595,121565,0,0,37973,159538,0
0,3,0,19,3,2,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,642,36273,0,0,152075,514805,0
0,3,0,10,2,1,1,0,0,1,2,0,0,1,1,1,0,0,1,0,0,1,4555,206215,0,0,0,206215,0
0,4,1,4,1,0,3,1,1,1,2,1,1,2,0,0,0,0,0,1,0,1,8535,137515,0,0,15888,153403,1
0,0,1,6,3,2,5,1,0,1,2,1,0,2,0,0,0,0,1,0,0,0,8065,14415,0,20,117,17585,1
1,0,1,21,1,2,5,1,1,1,0,0,1,2,0,0,0,1,0,0,0,1,817,254865,0,0,53258,308123,0
1,6,1,1,1,2,4,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,6925,6925,0,0,2968,9893,1
1,3,1,11,3,2,1,1,1,1,2,1,0,2,0,0,0,0,0,0,0,0,743,401835,0,70,284715,69355,0
1,1,1,2,3,0,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,1,5975,29343,0,0,175763,469193,1
1,0,0,12,1,1,5,1,0,1,2,1,1,2,0,0,1,0,0,0,0,0,736,2325,0,10,8202,32452,0
0,2,1,6,0,1,5,1,1,1,2,1,0,0,0,1,0,1,1,0,0,1,7105,216815,0,0,1984,236655,0
0,0,0,17,1,2,5,1,0,0,2,0,2,2,0,0,0,0,0,0,0,1,203,2467,0,0,38784,63454,0
1,2,0,9,3,2,5,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,192,15685,0,0,11456,27141,0
0,1,1,11,0,2,1,1,1,1,2,1,0,2,0,1,1,0,1,1,1,1,10305,53648,4667,0,28184,559997,0
0,3,1,16,1,0,5,1,0,1,2,1,0,1,1,0,0,0,0,0,0,1,509,229855,0,0,87255,31711,0
0,2,0,12,1,1,5,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,1975,2949,0,0,39664,69154,0
0,0,1,21,1,2,4,0,0,1,2,1,0,1,0,0,1,0,0,0,1,1,2965,1185,0,0,0,1185,1
1,3,0,11,2,1,5,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,2145,70545,0,0,602,130745,0
1,1,1,20,3,1,4,1,0,0,2,1,0,2,0,0,0,0,0,0,0,1,202,202,0,0,1098,3118,1
0,1,0,8,0,0,5,1,1,1,2,1,0,2,1,0,0,0,0,0,0,0,7895,92735,0,80,30408,131143,1
0,4,0,12,0,0,3,1,0,0,2,1,1,2,0,0,0,0,0,0,0,1,2045,2545,0,0,2132,4677,0
1,2,1,21,0,1,5,1,1,1,2,1,0,2,0,0,0,0,0,1,1,1,849,30672,0,0,88776,395496,1
1,0,1,16,3,2,1,1,1,0,1,1,1,2,0,0,0,0,0,0,0,1,248,10247,0,0,13376,23623,0
1,6,1,2,3,0,5,1,0,1,2,1,0,1,0,0,1,0,1,0,0,1,6005,123615,0,0,72702,196317,1
0,6,1,12,3,1,1,1,1,1,2,1,0,2,0,0,1,0,1,1,0,1,984,418775,0,0,172446,591221,1
0,3,0,19,3,0,5,1,0,1,2,0,0,2,0,0,0,0,0,0,0,1,6975,14455,0,0,5288,19743,1
0,1,0,2,0,0,0,1,1,1,1,1,0,2,1,1,1,1,1,0,0,0,10395,75569,0,70,318744,1081434,0
1,1,1,2,3,0,5,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1995,112675,0,0,273672,386347,0
0,2,1,13,3,2,5,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,5095,35217,0,0,0,35217,0
